time_s,Tj_K,Zth_KW
0.0889,310.1480,0.507400
0.0890,310.1490,0.507450
0.0891,310.1510,0.507550
0.0892,310.1520,0.507600
0.0893,310.1530,0.507650
0.0894,310.1550,0.507750
0.0895,310.1560,0.507800
0.0896,310.1570,0.507850
0.0897,310.1590,0.507950
0.0898,310.1600,0.508000
0.0899,310.1620,0.508100
0.0900,310.1630,0.508150
0.0901,310.1640,0.508200
0.0902,310.1660,0.508300
0.0903,310.1670,0.508350
0.0904,310.1680,0.508400
0.0905,310.1700,0.508500
0.0906,310.1710,0.508550
0.0907,310.1720,0.508600
0.0908,310.1740,0.508700
0.0909,310.1750,0.508750
0.0910,310.1760,0.508800
0.0911,310.1780,0.508900
0.0912,310.1790,0.508950
0.0913,310.1800,0.509000
0.0914,310.1820,0.509100
0.0915,310.1830,0.509150
0.0916,310.1840,0.509200
0.0917,310.1860,0.509300
0.0918,310.1870,0.509350
0.0919,310.1880,0.509400
0.0920,310.1900,0.509500
0.0921,310.1910,0.509550
0.0922,310.1920,0.509600
0.0923,310.1940,0.509700
0.0924,310.1950,0.509750
